title,description,release_year,genres_list,rating,votes,directors,actors,runtime_minutes
Drew: The Man Behind the Poster,"Drew: The Man Behind The Poster is a feature-length documentary highlighting the career of artist and illustrator Drew Struzan, whose most popular works include the Indiana Jones, Back to the Future and Star Wars trilogy posters.",2013.0,"['Documentary', 'Biography']",7.1,7,Erik Sharkey,"['Drew Struzan', 'Michael J. Fox', 'George Lucas', 'Frank Darabont', 'Guillermo del Toro']",97 minutes
Road to Nowhere,"There's a murky tenuous balance between reality and fiction; particularly when it involves a beautiful young woman, murder, a powerful politico, a missing fortune and suicide. A passionate filmmaker, creating a film based upon a true crime, casts an unknown mysterious young woman bearing a disturbing resemblance to the femme fatale in the story. He finds himself unsuspectingly drawn into a complex web of haunting intrigue, obsessed with the woman, the crime, her possibly notorious past and the disturbing complexity between art and truth. From the Smoky Mountains of North Carolina to Verona, Rome and London, new truths are revealed and clues to other crimes and passions, darker and even more complex are uncovered. (Monterey Media Inc.)
",2011.0,"['Crime', 'Mystery', 'Romance', 'Thriller']",8.3,4,Monte Hellman,"['Tygh Runyan', 'Shannyn Sossamon', 'Dominique Swain', 'Cliff DeYoung', 'John Diehl']",121 minutes
Unconscious,"From acclaimed Spanish director Joaquin Oristrell, Unconscious is a delightful period comedy that questions sexual taboos in Barcelona in the early 20th century, yet resonates with a modern sensibility.  (Regent Releasing)",2006.0,"['Comedy', 'Mystery', 'Romance']",7.3,6,Joaquín Oristrell,"['John Speredakos', 'Adam LeFevre', 'Benjamin Walker', 'Josh Pais', 'Peter Friedman']",100 minutes
The Experiment,"Inspired by the Stanford Prison Experiment, this psychological drama focuses on twenty paid recruits who are divided into groups ""prisoners"" and ""guards"" and are let loose in a controlled prison-like environment.",2002.0,"['Drama', 'Thriller']",7.1,34,Oliver Hirschbiegel,"['DJ Skittlez', 'Ronald Grams', 'Dragon Fly', 'Marshall Law', 'Mister ZERO']",120 minutes
A Home at the End of the World,"This chronicle of two childhood friends looks at what we mean by love, commitment and loyalty.  Perhaps most importantly, it re-examines the idea of family, and in doing so shows us its very essence and the ways in which that essence can be redefined.  (Warner Independent Pictures)",2004.0,"['Drama', 'Romance']",7.2,21,Michael Mayer,"['Colin Farrell', 'Robin Wright', 'Dallas Roberts', 'Sissy Spacek', 'Ryan Donowho']",97 minutes
Copying Beethoven,"In this romantic period piece set in Vienna, a young music student and aspiring composer (Kruger) accepts a job as a copyist for Ludwig von Beethoven (Harris) as he works to complete his latest symphony.  ",2006.0,"['Biography', 'Drama', 'Music']",7.2,12,Agnieszka Holland,"['Ed Harris', 'Diane Kruger', 'Matthew Goode', 'Phyllida Law', 'Ralph Riach']",104 minutes
Outlaw King,"The untold, true story of Robert The Bruce who transformed from defeated nobleman, to reluctant King, to outlaw hero over the course of an extraordinary year. Forced into battle in order to save his family, his people and his country from the oppressive English occupation of medieval Scotland, Robert seizes the Scottish crown and rallies a ragtag group of men to face off against the wrath of the world's strongest army lead by the ferocious King Edward 1 and his volatile son, the Prince of Wales.",2018.0,"['Action', 'Biography', 'Drama', 'History', 'War']",7.2,135,David Mackenzie,"['Chris Pine', 'Aaron Taylor-Johnson', 'Florence Pugh', 'Billy Howle', 'Sam Spruell']",121 minutes
Outside the Law,"After losing their family home in Algeria, three brothers and their mother are scattered across the globe. Messaoud joins the French army fighting in Indochina; Abdelkader becomes a leader of the Algerian independence movement in France and Saïd moves to Paris to make his fortune in the shady clubs and boxing halls of Pigalle. Gradually, their interconnecting destinies reunite them in the French capital, where freedom is a battle to be fought and won. (Studio Canal)",2010.0,"['Crime', 'Drama', 'War']",7.6,7,Rachid Bouchareb,"['Jamel Debbouze', 'Roschdy Zem', 'Sami Bouajila', 'Chafia Boudraa', 'Bernard Blancan']",138 minutes
Champs,"Boxing, ""the poor man’s sport,"" has long given kids from America’s roughest neighborhoods an opportunity to escape violence with violence. But with success in the ring comes new fights for which there is no training: champions are made and broken in the blink of an eye, and young men thrust into the spotlight are often ill-equipped for the fame, fortune, and hangers-on that accompany a title belt. And for many, the toughest bouts are fought during retirement, when health and financial issues begin to mount. Built around the stories of heavyweight legends Mike Tyson, Evander Holyfield and Bernard Hopkins, who open up about their lives and careers as never before, Champs balances these uncensored recollections with gorgeous reenactments, classic fight footage, and candid interviews. [Amplify]",2015.0,"['Documentary', 'Biography', 'Sport']",8.0,108,Bert Marcus,"['Mike Tyson', 'Evander Holyfield', 'Bernard Hopkins', '50 Cent', 'Spike Lee']",85 minutes
Happenstance,"A cleverly constructed and intricate comedy about how a subtle twist of fate can affect the lives of total strangers, Happenstance ingeniously tracks a group of seemingly unconnected individuals during the course of one long day.  (Lot 47 Films)",2001.0,"['Comedy', 'Drama', 'Romance']",7.4,7,Laurent Firode,[],90 minutes
Rory O'Shea Was Here,"An extraordinary story of determination that fuses highly emotional drama with bracingly boisterous humor. Inspired by the experiences of real people, the film follows two young men with physical disabilities as they band together and seize an opportunity to savor life on their own terms.  (Focus Features)",2005.0,"['Comedy', 'Drama']",7.3,7,Damien O'Donnell,[],104 minutes
Godzilla vs. Kong,"Legends collide as Godzilla and Kong, the two most powerful forces of nature, clash on the big screen in a spectacular battle for the ages. As a squadron embarks on a perilous mission into fantastic uncharted terrain, unearthing clues to the Titans' very origins and mankind's survival, a conspiracy threatens to wipe the creatures, both good and bad, from the face of the earth forever.",2021.0,"['Action', 'Sci-Fi', 'Thriller']",7.1,987,Adam Wingard,"['Alexander Skarsgård', 'Rebecca Hall', 'Kaylee Hottle', 'Brian Tyree Henry', 'Millie Bobby Brown']",113 minutes
Terrifier 2,"After being resurrected by a sinister entity, Art the Clown returns to the timid town of Miles County where he targets a teenage girl and her younger brother on Halloween night.",2022.0,['Horror'],7.1,133,Damien Leone,"['David Howard Thornton', 'Lauren LaVera', 'Elliott Fullam', 'Sarah Voigt', 'Kailey Hyman']",140 minutes
House of Gucci,"House of Gucci is inspired by the shocking true story of the family behind the Italian fashion empire. When Patrizia Reggiani (Lady Gaga), an outsider from humble beginnings, marries into the Gucci family, her unbridled ambition begins to unravel the family legacy and triggers a reckless spiral of betrayal, decadence, revenge, and ultimately…murder.",2021.0,"['Biography', 'Crime', 'Drama']",7.8,952,Ridley Scott,"['Lady Gaga', 'Adam Driver', 'Al Pacino', 'Jeremy Irons', 'Jared Leto']",157 minutes
What's Love Got to Do with It?,"How do you find lasting love in today’s world? For documentary-maker and dating app addict Zoe (Lily James), swiping right has only delivered an endless stream of Mr. Wrongs to her eccentric mother Cath’s (Emma Thompson) dismay. For Zoe’s childhood friend and neighbor Kaz (Shazad Latif), the answer is to follow his parents’ example and opt for an arranged (or “assisted”) marriage to a bright and beautiful bride from Pakistan. As Zoe films his hopeful journey from London to Lahore to marry a stranger chosen by his parents, she begins to wonder if she might have something to learn from a profoundly different approach to finding love.",2023.0,"['Biography', 'Drama', 'Music']",7.8,6,Brian Gibson,"['Lily James', 'Shazad Latif', 'Shabana Azmi', 'Emma Thompson', 'Sajal Ali']",118 minutes
Doctor Sleep,"Still irrevocably scarred by the trauma he endured as a child at the Overlook, Dan Torrance has fought to find some semblance of peace.  But that peace is shattered when he encounters Abra, a courageous teenager with her own powerful extrasensory gift, known as the “shine.”  Instinctively recognizing that Dan shares her power, Abra has sought him out, desperate for his help against the merciless Rose the Hat and her followers, The True Knot, who feed off the shine of innocents in their quest for immortality. Forming an unlikely alliance, Dan and Abra engage in a brutal life-or-death battle with Rose.  Abra’s innocence and fearless embrace of her shine compel Dan to call upon his own powers as never before—at once facing his fears and reawakening the ghosts of the past. [Warner Bros.]",2019.0,"['Drama', 'Fantasy', 'Horror', 'Thriller']",7.2,531,Mike Flanagan,"['Ewan McGregor', 'Rebecca Ferguson', 'Kyliegh Curran', 'Cliff Curtis', 'Zahn McClarnon']",152 minutes
The Railway Man,"Eric Lomax, a World War II British Army officer who was captured and forced to work on the notorious Death Railway, sets out to find those responsible for his torture.",2014.0,"['Biography', 'Drama', 'Romance', 'War']",7.1,57,Jonathan Teplitzky,"['Colin Firth', 'Nicole Kidman', 'Stellan Skarsgård', 'Jeremy Irvine', 'Hiroyuki Sanada']",116 minutes
Run All Night,"Brooklyn mobster and prolific hit man Jimmy Conlon (Liam Neeson), once known as “The Gravedigger,” has seen better days. Longtime best friend of mob boss Shawn Maguire (Ed Harris), Jimmy, now 55, is haunted by the sins of his past—as well as a dogged police detective (Vincent D'Onofrio) who’s been one step behind Jimmy for 30 years. Lately, it seems Jimmy’s only solace can be found at the bottom of a whiskey glass. But when Jimmy’s estranged son, Mike (Joel Kinnaman), becomes a target, Jimmy must make a choice between the crime family he chose and the real family he abandoned long ago. With Mike on the run, Jimmy’s only penance for his past mistakes may be to keep his son from the same fate Jimmy is certain he’ll face himself. Now, with nowhere safe to turn, Jimmy just has one night to figure out exactly where his loyalties lie and to see if he can finally make things right.",2015.0,"['Action', 'Crime', 'Thriller']",8.0,316,Jaume Collet-Serra,"['Liam Neeson', 'Joel Kinnaman', 'Ed Harris', ""Vincent D'Onofrio"", 'Bruce McGill']",114 minutes
Matthew Barney: No Restraint,"How does artist Matthew Barney use 45,000 pounds of petroleum jelly, a factory whaling vessel and traditional Japanese rituals to create his latest art project? Barney plowed the waters off the coast of Nagasaki to film his massive endeavor, Drawing Restraint 9. The documentary Matthew Barney: No Restraint journeys to Japan with Barney and his collaborator Bjork, as the visual artist creates a ""narrative sculpture"" telling a fantastical love story of two characters that transform from land mammals into whales.  (IFC First Take)",2006.0,['Documentary'],9.5,6,Alison Chernick,"['Matthew Barney', 'Björk']",72 minutes
Signs,Everything that farmer Graham Hess (Gibson) assumed about the world is changed when he discovers a message - an intricate pattern of circles and lines - carved into his crops. (Touchstone Pictures),2002.0,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",7.7,410,M. Night Shyamalan,"['Mel Gibson', 'Joaquin Phoenix', 'Rory Culkin', 'Abigail Breslin', 'Cherry Jones']",106 minutes
Dead Snow 2: Red vs. Dead,"If the worst day of your life consisted of accidentally killing your girlfriend with an axe, chain-sawing your own arm off, and watching in horror as your closest friends were devoured by a zombified Nazi battalion, you'd have to assume that things couldn't get much worse. In Martin's case, that was only the beginning.",2014.0,"['Action', 'Comedy', 'Fantasy', 'Horror']",7.2,55,Tommy Wirkola,"['Vegar Hoel', 'Ørjan Gamst', 'Jocelyn DeBoer', 'Martin Starr', 'Ingrid Haas']",100 minutes
The Final Girls,"When Max (Taissa Farmiga) and her friends reluctantly attend an anniversary screening of “Camp Bloodbath,” the infamous ‘80s horror film that starred Max’s late mother (Malin Akerman), they are mysteriously sucked into the silver screen. They soon realize they are trapped inside the cult classic movie and must team up with the fictional and ill-fated camp counselors, including Max’s mom as the scream queen, to battle the film’s machete-wielding killer. With the body count rising in scene after iconic scene, who will be the final girls left standing and live to escape this film? ",2015.0,"['Comedy', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",7.9,120,Todd Strauss-Schulson,"['Taissa Farmiga', 'Malin Åkerman', 'Nina Dobrev', 'Alexander Ludwig', 'Adam Devine']",88 minutes
Moonlight Mile,"An emotional tale of disarming honesty and unexpected humor...a story about waking up to life, letting go, and discovering that love comes in the most unexpected circumstances. (Touchstone Pictures)",2002.0,"['Drama', 'Romance']",7.5,15,Brad Silberling,"['Dustin Hoffman', 'Susan Sarandon', 'Jake Gyllenhaal', 'Alexia Landeau', 'Ellen Pompeo']",117 minutes
Pearl Jam Twenty,"Pearl Jam Twenty chronicles the years leading up to the band’s formation, the chaos that ensued soon-after their rise to megastardom, their step back from center stage, and the creation of a trusted circle that would surround them—giving way to a work culture that would sustain them.  Told in big themes and bold colors with blistering sound, the film is carved from over 1200 hours of rarely-seen and never-before seen footage spanning the band’s career. Pearl Jam twenty is the definitive portrait of Pearl Jam: part concert film, part intimate insider –hang, part testimonial to the power of music and uncompromising artists. (Vinyl Films)",2011.0,"['Documentary', 'History', 'Music']",7.9,35,Cameron Crowe,"['Eddie Vedder', 'Stone Gossard', 'Jeff Ament', 'Mike McCready', 'Matt Cameron']",109 minutes
Shot Caller,"After a DUI sends him down the rabbit hole of the American prison system, successful businessman Jacob Harlon (Nicolaj Coster-Waldau) is transformed into Money, a stoic, ruthless prison gangster.  As he navigates the brutality of his new home, adapting to its violent codes of ethics and rites of passage that will ensure his survival, he slowly loses his previous identity and his relationship to his former life, including his wife and son.  The grip of his new family, the prison gang, extends beyond the prison walls. Upon his release, chased by the law enforcement, threatened by his incarcerated “protectors,” Money must orchestrate one last dangerous crime. All is not what it seems. The ruthless process of fulfilling his obligations also becomes his path to sacrifice, retribution and self-definition.",2017.0,"['Crime', 'Drama', 'Thriller']",7.4,69,Ric Roman Waugh,"['Nikolaj Coster-Waldau', 'Omari Hardwick', 'Jon Bernthal', 'Lake Bell', 'Emory Cohen']",121 minutes
Confidence,The story of a con man whose latest swindle puts him in debt to the mafia.,2003.0,"['Crime', 'Thriller']",8.3,49,James Foley,"['Edward Burns', 'Rachel Weisz', 'Andy Garcia', 'Paul Giamatti', 'Morris Chestnut']",97 minutes
Dating Amber,"Set-in Ireland during the mid-90’s, Eddie and Amber decide to stage a relationship in order to stop everyone speculating about their sexuality. Eddie is keen to follow his Dad into the military, while Amber dreams of moving to the liberal hub of London. However, their ‘ideal’ arrangement begins to fall apart, forcing Eddie deeper into denial as Amber realizes that a perilous future awaits her best friend unless she intervenes. ",2020.0,"['Comedy', 'Drama', 'Romance']",9.5,360,David Freyne,"[""Fionn O'Shea"", 'Lola Petticrew', 'Sharon Horgan', 'Barry Ward', 'Simone Kirby']",92 minutes
Surviving Progress,"Technological advancement, economic development, population increase - are they signs of a thriving society? Or too much of a good thing? Based on the best-selling book A Short History of Progress, this provocative documentary explores the concept of progress in our modern world, guiding us through a sweeping but detailed survey of the major ""progress traps"" facing our civilization in the arenas of technology, economics, consumption, and the environment. (First Run Features)",2012.0,['Documentary'],7.2,5,"Mathieu Roy, 
    
      Harold Crooks","['Stephen Hawking', 'David Suzuki', 'Jane Goodall']",86 minutes
